?parent_label	?label
"Genetic code identifier"	"Genetic code name"
"Genetic map"	"DNA transduction map"
"Genetic map"	"Haplotype map"
"Genetic map"	"QTL map"
"Genetic mapping"	"Haplotype mapping"
"Genetic variation"	"DNA mutation"
"Genetic variation"	"DNA polymorphism"
"Genetic variation"	"DNA structural variation"
"Genetic variation analysis"	"Genotyping"
"Genetic variation analysis"	"Polymorphism detection"
"Genetic variation analysis"	"Reference identification"
"Genetic variation analysis"	"Structural variation discovery"
"Genetic variation analysis"	"Variant calling"
"Genetic variation analysis"	"Variant classification"
"Genetic variation analysis"	"Variant pattern analysis"
"Genetic variation analysis"	"Variant prioritisation"
"Genetics"	"Epigenetics"
"Genetics"	"Genotype and phenotype"
"Genetics"	"Human genetics"
"Genetics"	"Molecular genetics"
"Genetics"	"Population genetics"
"Genome accession"	"GenomeReviews ID"
"Genome accession"	"NCBI Genome Project ID"
"Genome accession"	"NCBI genome accession"
"Genome identifier"	"Genome accession"
"Genome identifier"	"Genome build identifier"
"Genomics"	"Comparative genomics"
"Genomics"	"Epigenomics"
"Genomics"	"Functional genomics"
"Genomics"	"Metagenomics"
"Genomics"	"Pharmacogenomics"
"Genomics"	"Phylogenomics"
"Genomics"	"Structural genomics"
"Genomics"	"Transcriptomics"
"Genotype and phenotype"	"Phenomics"
"Genotype and phenotype"	"Quantitative genetics"
"Genotype and phenotype annotation ID"	"HGVbase ID"
"Genotype and phenotype annotation ID"	"OMIM ID"
"Genotype experiment ID"	"EGA accession"
"Genotype/phenotype report"	"Disease report"
"Genotype/phenotype report"	"Pharmacogenomic test report"
"Gramene identifier"	"Gramene primary identifier"
"Gramene identifier"	"Gramene secondary identifier"
"Graph format"	"K-mer countgraph"
"Graph format"	"xgmml"
"HMM emission and transition counts format"	"HMMER emission and transition"
"HMMER format"	"HMMER2"
"HMMER format"	"HMMER3"
"HTML"	"EMBL-HTML"
"HTML"	"FASTA-HTML"
"HTML"	"GenBank-HTML"
"HTML"	"MHTML"
"HTML"	"iHOP format"
"Hidden Markov model format"	"HMMER format"
"Hidden Markov model format"	"MEME background Markov model"
"Identifier"	"Accession"
"Identifier"	"Identifier (hybrid)"
"Identifier"	"Identifier (typed)"
"Identifier"	"Name"
"Identifier"	"URI"
"Identifier (hybrid)"	"ASTD ID"
"Identifier (hybrid)"	"BioCyc ID"
"Identifier (hybrid)"	"CABRI accession"
"Identifier (hybrid)"	"ConsensusPathDB identifier"
"Identifier (hybrid)"	"Ensembl ID"
"Identifier (hybrid)"	"FlyBase ID"
"Identifier (hybrid)"	"KEGG object identifier"
"Identifier (hybrid)"	"MGI accession"
"Identifier (hybrid)"	"PharmGKB ID"
"Identifier (hybrid)"	"PubChem ID"
"Identifier (hybrid)"	"RGD ID"
"Identifier (hybrid)"	"SGD ID"
"Identifier (hybrid)"	"TAIR accession"
"Identifier (hybrid)"	"TIGR identifier"
"Identifier (hybrid)"	"WormBase identifier"
"Identifier (hybrid)"	"cPath ID"
"Identifier (hybrid)"	"iHOP symbol"
"Identifier (typed)"	"Article ID"
"Identifier (typed)"	"Atom ID"
"Identifier (typed)"	"Biological model ID"
"Identifier (typed)"	"Blot ID"
"Identifier (typed)"	"Book ID"
"Identifier (typed)"	"Catalogue ID"
"Identifier (typed)"	"Cell type identifier"
"Identifier (typed)"	"Codon usage table ID"
"Identifier (typed)"	"Data resource definition ID"
"Identifier (typed)"	"Database ID"
"Identifier (typed)"	"Disease identifier"
"Identifier (typed)"	"Electron microscopy model ID"
"Identifier (typed)"	"Experiment annotation ID"
"Identifier (typed)"	"Format identifier"
"Identifier (typed)"	"Gel ID"
"Identifier (typed)"	"Gene expression report ID"
"Identifier (typed)"	"Gene identifier"
"Identifier (typed)"	"Genetic code identifier"
"Identifier (typed)"	"Genome identifier"
"Identifier (typed)"	"Genotype and phenotype annotation ID"
"Identifier (typed)"	"Genotype experiment ID"
"Identifier (typed)"	"Job identifier"
"Identifier (typed)"	"Locus ID"
"Identifier (typed)"	"Map identifier"
"Identifier (typed)"	"Matrix identifier"
"Identifier (typed)"	"Mobile genetic element ID"
"Identifier (typed)"	"Molecular property identifier"
"Identifier (typed)"	"Molecule identifier"
"Identifier (typed)"	"Mutation identifier"
"Identifier (typed)"	"NCBI genetic code ID"
"Identifier (typed)"	"ORF identifier"
"Identifier (typed)"	"Ontology concept identifier"
"Identifier (typed)"	"Ontology identifier"
"Identifier (typed)"	"Organism identifier"
"Identifier (typed)"	"Pathway or network identifier"
"Identifier (typed)"	"Person identifier"
"Identifier (typed)"	"Phenotype name"
"Identifier (typed)"	"Phylogenetic tree ID"
"Identifier (typed)"	"Promoter ID"
"Identifier (typed)"	"Protein domain ID"
"Identifier (typed)"	"Protein family identifier"
"Identifier (typed)"	"Protein interaction ID"
"Identifier (typed)"	"Protein modification ID"
"Identifier (typed)"	"PubChem bioassay ID"
"Identifier (typed)"	"RNA family identifier"
"Identifier (typed)"	"Reaction ID"
"Identifier (typed)"	"Sample ID"
"Identifier (typed)"	"Sequence alignment ID"
"Identifier (typed)"	"Sequence feature identifier"
"Identifier (typed)"	"Sequence identifier"
"Identifier (typed)"	"Sequence motif identifier"
"Identifier (typed)"	"Sequence profile ID"
"Identifier (typed)"	"Sequence set ID"
"Identifier (typed)"	"Sequence variation ID"
"Identifier (typed)"	"Spot ID"
"Identifier (typed)"	"Stock number"
"Identifier (typed)"	"Structural (3D) profile ID"
"Identifier (typed)"	"Structure alignment ID"
"Identifier (typed)"	"Structure identifier"
"Identifier (typed)"	"Tool identifier"
"Identifier (typed)"	"Workflow ID"
"ImaGene"	"ImaGene 3.0"
"ImaGene"	"ImaGene4.1 software"
"ImaGene"	"Imagene v4.0"
"Image"	"Cell migration track image"
"Image"	"Fate map"
"Image"	"Heat map"
"Image"	"Heatmap"
"Image"	"Phylogenetic tree image"
"Image"	"Protein image"
"Image"	"RNA secondary structure image"
"Image"	"Raw image"
"Image"	"Sequence alignment image"
"Image"	"Sequence image"
"Image"	"Structure image"
"Image analysis"	"Cell migration analysis"
"Image analysis"	"Neurite measurement"
"Image analysis"	"Single particle analysis"
"Image format"	"DICOM format"
"Image format"	"JPG"
"Image format"	"OME-TIFF"
"Image format"	"PNG"
"Image format"	"SVG"
"Image format"	"bgzip"
"Image format"	"bmp"
"Image format"	"im"
"Image format"	"mhd"
"Image format"	"nii"
"Image format"	"nrrd"
"Image format"	"pbm"
"Image format"	"pcd"
"Image format"	"pcx"
"Image format"	"pgm"
"Image format"	"ppm"
"Image format"	"psd"
"Image format"	"rast"
"Image format"	"rgb"
"Image format"	"tabix"
"Image format"	"tiff"
"Image format"	"xbm"
"Image format"	"xpm"
"Imaging"	"Biological imaging"
"Imaging"	"Electron microscopy"
"Imaging"	"Light microscopy"
"Imaging"	"MRI"
"Imaging"	"Medical imaging"
"Imaging"	"NMR"
"Imaging"	"Neutron diffraction"
"Imaging"	"Tomography"
"Imaging"	"X-ray diffraction"
"Immunology"	"Immunoproteins, genes and antigens"
"Immunoprecipitation experiment"	"ChIP-on-chip"
"Immunoprecipitation experiment"	"ChIP-seq"
"Immunoprecipitation experiment"	"Methylated DNA immunoprecipitation"
"Index format"	"snpeffdb"
"Indexing"	"Genome indexing"
"Individual genetic data format"	"PED/MAP"
"Informatics"	"Bioinformatics"
"Informatics"	"Cheminformatics"
"Informatics"	"Data management"
"Informatics"	"Laboratory information management"
"Informatics"	"Medical informatics"
"Informatics"	"Ontology and terminology"
"InterPro accession"	"InterPro secondary accession"
"InterPro hits format"	"InterPro match table format"
"InterPro hits format"	"InterPro protein view report format"
"Isolation report"	"Geographic location"
"Isolation report"	"Isolation source"
"JSON"	"BioJSON (BioXSD)"
"JSON"	"BioJSON (Jalview)"
"JSON"	"JSON-LD"
"JSON"	"PubAnnotation format"
"JSON-LD"	"Open Annotation format"
"KEGG object identifier"	"Compound ID (KEGG)"
"KEGG object identifier"	"Drug ID (KEGG)"
"KEGG object identifier"	"KEGG Glycan ID"
"KEGG object identifier"	"KEGG organism code"
"KEGG object identifier"	"Pathway ID (KEGG)"
"KEGG object identifier"	"Reaction ID (KEGG)"
"Keyword"	"UniProt keyword"
"LPPL"	"LPPL v1.2"@en
"LPPL"	"LPPL v1.3c"
"Label-free quantification"	"Ion counting"
"Label-free quantification"	"Spectral counting"
"Labeled quantification"	"18O labeling"
"Labeled quantification"	"Dimethyl"
"Labeled quantification"	"Isotope-coded protein label"
"Labeled quantification"	"Metabolic labeling"
"Labeled quantification"	"SILAC"
"Labeled quantification"	"TMT-tag"
"Labeled quantification"	"iTRAQ"
"Laboratory animal science"	"Animal study"
"Laboratory techniques"	"Genotyping experiment"
"Laboratory techniques"	"Imaging"
"Laboratory techniques"	"Immunoprecipitation experiment"
"Laboratory techniques"	"Microarray experiment"
"Laboratory techniques"	"PCR experiment"
"Laboratory techniques"	"Protein interaction experiment"
"Laboratory techniques"	"Proteomics experiment"
"Laboratory techniques"	"RNAi experiment"
"Laboratory techniques"	"Sequencing"
"Laboratory techniques"	"Simulation experiment"
"License without restrictions on derivatives"	"ALFRED Copyright"@en
"License without restrictions on derivatives"	"Apache License Version 2.0"
"License without restrictions on derivatives"	"CC0 1.0"
"License without restrictions on derivatives"	"FlowRepository Open Access Terms of Use"@en
"License without restrictions on derivatives"	"GNU LGPL"
"License without restrictions on derivatives"	"NLM Open License with Attribution"@en
"License without restrictions on derivatives"	"PDDL v1.0"@en
"License without restrictions on derivatives"	"SBGN Open License with Attribution"@en
"License without restrictions on derivatives"	"Terms of Use for EMBL-EBI Services"@en
"Linkage analysis"	"Haplotype mapping"
"Linkage analysis"	"Linkage disequilibrium calculation"
"Linked data format"	"RDF format"
"Lipid accession"	"LIPID MAPS ID"
"Lipid accession"	"LipidBank ID"
"Lipid identifier"	"Lipid accession"
"Literature and language"	"Natural language processing"
"Live"	"First release"
"Live"	"Latest release"
"Locus ID"	"Gene ID"
"Locus ID"	"Locus ID (AGI)"
"Locus ID"	"Locus ID (ASPGD)"
"Locus ID"	"Locus ID (CGD)"
"Locus ID"	"Locus ID (CMR)"
"Locus ID"	"Locus ID (DictyBase)"
"Locus ID"	"Locus ID (EntrezGene)"
"Locus ID"	"Locus ID (MGG)"
"Locus ID"	"Locus ID (MMP)"
"Locus ID"	"Locus ID (MaizeGDB)"
"Locus ID"	"Locus ID (PseudoCAP)"
"Locus ID"	"Locus ID (SGD)"
"Locus ID"	"Locus ID (Tropgene)"
"Locus ID"	"Locus ID (UTR)"
"Locus ID"	"NCBI locus tag"
"Locus ID"	"ORF ID"
"MAGE-TAB inputting software"	"Annotare"
"MAGE-TAB inputting software"	"ArrayExpress Bioconductor"
"MATLAB"	"MATLAB 6"
"MATLAB"	"MATLAB 7"
"MATLAB"	"MATLAB 7.12"
"MIRIAM data type name"	"MIRIAM data type primary name"
"MIRIAM data type name"	"MIRIAM data type synonymous name"
"MIcroarray Analysis Suite"	"MicroArraySuite 4.0"
"MIcroarray Analysis Suite"	"MicroArraySuite 5.0"
"MPL"	"MPL v1.1"
"MPL"	"MPL v2.0"@en
"MPL"	"Mozilla Public License Version 2.0"
"MUSCLE"@en	"Drive5 MUSCLE"@en
"MUSCLE"@en	"EBI Muscle Web Tool"@en
"Mac OS"@en	"OS X"@en
"Map"	"Genetic map"
"Map"	"Physical map"
"Map data"	"Map"
"Map data"	"Map set data"
"Map data"	"Sequence coordinates"
"Map drawing"	"Operon drawing"
"Map drawing"	"Plasmid map drawing"
"Map drawing"	"Restriction map drawing"
"Map format"	"PlasMapper TextMap"
"Map identifier"	"Map accession"
"Mapping"	"DNA mapping"
"Mapping"	"Database comparison"
"Mapping"	"Epitope mapping"
"Mapping"	"Gene expression profile pathway mapping"
"Mapping"	"ID mapping"
"Mass spectrometry data"	"Mass spectrometry spectra"
"Mass spectrometry data"	"Peptide mass fingerprint"
"Mass spectrometry data format"	"MGF"
"Mass spectrometry data format"	"MSF"
"Mass spectrometry data format"	"Mascot .dat file"
"Mass spectrometry data format"	"MaxQuant APL peaklist format"
"Mass spectrometry data format"	"PRIDE XML"
"Mass spectrometry data format"	"SEQUEST .out file"
"Mass spectrometry data format"	"Thermo RAW"
"Mass spectrometry data format"	"TraML"
"Mass spectrometry data format"	"WIFF format"
"Mass spectrometry data format"	"X!Tandem XML"
"Mass spectrometry data format"	"dta"
"Mass spectrometry data format"	"idXML"
"Mass spectrometry data format"	"imzML"
"Mass spectrometry data format"	"mzIdentML"
"Mass spectrometry data format"	"mzML"
"Mass spectrometry data format"	"mzQuantML"
"Mass spectrometry data format"	"mzTab"
"Mass spectrometry data format"	"mzXML"
"Mass spectrometry data format"	"netCDF"
"Mass spectrometry data format"	"pepXML"
"Mass spectrometry data format"	"pkl"
"Mass spectrometry data format"	"protXML"
"Mass spectrometry data format"	"qcML"
"Mathematical model"	"DNA substitution model"
"Mathematical model"	"Dirichlet distribution"
"Mathematical model"	"Hidden Markov model"
"Mathematical model"	"Kinetic model"
"Mathematics"	"Applied mathematics"
"Mathematics"	"Pure mathematics"
"Mathematics"	"Statistics and probability"
"Matrix"	"Amino acid frequencies table"
"Matrix"	"Amino acid index"
"Matrix"	"Amino acid word frequencies table"
"Matrix"	"Base frequencies table"
"Matrix"	"Base word frequencies table"
"Matrix"	"Comparison matrix"
"Matrix"	"Distance matrix"
"Matrix"	"Emission matrix"
"Matrix"	"Gene expression matrix"
"Matrix"	"Gene order"
"Matrix"	"Position-specific scoring matrix"
"Matrix"	"Protein sequence-structure scoring matrix"
"Matrix"	"Structural transformation matrix"
"Matrix"	"Transition matrix"
"Matrix format"	"3D-1D scoring matrix format"
"Matrix format"	"Amino acid index format"
"Matrix format"	"MAT"
"Matrix identifier"	"Amino acid index ID"
"Matrix identifier"	"Comparison matrix identifier"
"Medicine"	"Allergy, clinical immunology and immunotherapeutics."
"Medicine"	"Anaesthesiology"
"Medicine"	"Cardiology"
"Medicine"	"Complementary medicine"
"Medicine"	"Critical care medicine"
"Medicine"	"Dentistry"
"Medicine"	"Dermatology"
"Medicine"	"Ear, nose and throat medicine"
"Medicine"	"Endocrinology and metabolism"
"Medicine"	"Gastroenterology"
"Medicine"	"Gender medicine"
"Medicine"	"Geriatric medicine"
"Medicine"	"Gynaecology and obstetrics"
"Medicine"	"Haematology"
"Medicine"	"Hepatic and biliary medicine"
"Medicine"	"Medical toxicology"
"Medicine"	"Musculoskeletal medicine"
"Medicine"	"Neurology"
"Medicine"	"Oncology"
"Medicine"	"Opthalmology"
"Medicine"	"Paediatrics"
"Medicine"	"Pain medicine"
"Medicine"	"Pathology"
"Medicine"	"Personalised medicine"
"Medicine"	"Physiology"
"Medicine"	"Psychiatry"
"Medicine"	"Public health and epidemiology"
"Medicine"	"Reproductive health"
"Medicine"	"Respiratory medicine"
"Medicine"	"Surgery"
"Medicine"	"Systems medicine"
"Medicine"	"Toxicology"
"Medicine"	"Translational medicine"
"Medicine"	"Trauma medicine"
"Medicine"	"Tropical medicine"
"Medicine"	"Urology and nephrology"
"Medicine"	"Veterinary medicine"
"Medicine research and development"	"Drug development"
"Medicine research and development"	"Drug discovery"
"Medicine research and development"	"Drug formulation and delivery"
"Medicine research and development"	"Pharmacokinetics and pharmacodynamics"
"Medicine research and development"	"Preclinical and clinical studies"
"Medicine research and development"	"Quality affairs"
"Medicine research and development"	"Regulatory affairs"
"Medicine research and development"	"Safety sciences"
"Medicines research and development"	"Drug development"
"Medicines research and development"	"Drug discovery"
"Medicines research and development"	"Drug formulation and delivery"
"Medicines research and development"	"Pharmacokinetics and pharmacodynamics"
"Medicines research and development"	"Preclinical and clinical studies"
"Medicines research and development"	"Quality affairs"
"Medicines research and development"	"Regulatory affairs"
"Medicines research and development"	"Safety sciences"
"Metadata retrieval"	"ID retrieval"
"Methylation analysis"	"Methylation calling"
"Methylation calling"	"Methylation level analysis (gene-specific)"
"Methylation calling"	"Methylation level analysis (global)"
"MicroArraySuite 4.0"	"Absolute Expression Analysis"
"MicroArraySuite 5.0"	"Absolute Expression Analysis"
"MicroArraySuite 5.0"	"Probe Cell Analysis"
"Microarray data"	"Clustered gene expression profiles"
"Microarray data"	"Gene expression matrix"
"Microarray data"	"Gene expression profile"
"Microarray data"	"Microarray hybridisation data"
"Microarray data"	"Microarray metadata"
"Microarray data"	"Microarray spots image"
"Microarray data rendering"	"Heat map generation"
"Microarray data rendering"	"Microarray Box-Whisker plot plotting"
"Microarray data rendering"	"Microarray cluster textual view generation"
"Microarray data rendering"	"Microarray dendrograph plotting"
"Microarray data rendering"	"Microarray principal component plotting"
"Microarray data rendering"	"Microarray proximity map plotting"
"Microarray data rendering"	"Microarray scatter plot plotting"
"Microarray data rendering"	"Microarray tree or dendrogram rendering"
"Microarray data rendering"	"Microarray tree-map rendering"
"Microarray data rendering"	"Microarray wave graph plotting"
"Microarray data rendering"	"Whole microarray graph plotting"
"Microarray experiment data format"	"affymetrix-exp"
"Microarray hybridisation data"	"Processed microarray data"
"Microarray hybridisation data"	"Raw microarray data"
"Microarray metadata"	"Oligonucleotide probe annotation"
"Microbiology"	"Microbial ecology"
"Microsoft Excel"	"Microsoft Excel 2002"
"Microsoft Excel"	"Microsoft Excel 2003"
"Microsoft Excel"	"Microsoft Excel 2007"
"Microsoft Excel"	"Microsoft Excel for Windows 2010"
"Microsoft Windows"	"Windows Vista"
"Microsoft Windows"	"Windows XP"
"Microsoft Word"	"Microsoft Word 2001"
"Microsoft developed software"	"Microsoft Excel"
"Microsoft developed software"	"Microsoft Windows"
"Microsoft developed software"	"Microsoft Word"
"Mobile genetic element ID"	"ACLAME ID"
"Model organisms"	"Eukaryotes"
"Model organisms"	"Pathogens"
"Model organisms"	"Prokaryotes and Archaea"
"Model organisms"	"Viruses"
"Modelling and simulation"	"DNA substitution modelling"
"Modelling and simulation"	"Molecular dynamics simulation"
"Modelling and simulation"	"Network simulation"
"Modelling and simulation"	"Nucleic acid folding analysis"
"Modelling and simulation"	"Protein folding analysis"
"Modelling and simulation"	"Protein modelling"
"Modelling and simulation"	"Simulated gene expression data generation"
"Modelling and simulation"	"Splicing model analysis"
"Molecular docking"	"Protein-ligand docking"
"Molecular dynamics simulation"	"Protein flexibility and motion analysis"
"Molecular genetics"	"Gene and protein families"
"Molecular genetics"	"Gene expression"
"Molecular genetics"	"Gene structure"
"Molecular genetics"	"Genetic variation"
"Molecular interactions, pathways and networks"	"Protein interactions"
"Molecular model refinement"	"Molecular replacement"
"Molecular model refinement"	"Rigid body refinement"
"Molecular property"	"Amino acid property"
"Molecular property"	"Atomic property"
"Molecular property"	"Carbohydrate property"
"Molecular property"	"Molecular property (general)"
"Molecular property"	"Nucleic acid property"
"Molecular property"	"Peptide property"
"Molecular property"	"Protein property"
"Molecular property (general)"	"Chemical formula"
"Molecular property (general)"	"Concentration"
"Molecular property (general)"	"Molecular charge"
"Molecular property (general)"	"Molecular mass"
"Molecular property (general)"	"QSAR descriptor"
"Molecular property identifier"	"QSAR descriptor name"
"Molecular surface analysis"	"Accessible surface calculation"
"Molecular surface analysis"	"Molecular surface calculation"
"Molecular surface analysis"	"Molecular surface comparison"
"Molecular surface analysis"	"Surface rendering"
"Molecule accession"	"Carbohydrate accession"
"Molecule accession"	"Compound accession"
"Molecule accession"	"Lipid accession"
"Molecule accession"	"Oligonucleotide ID"
"Molecule accession"	"Peptide ID"
"Molecule accession"	"Protein accession"
"Molecule accession"	"Transcript ID"
"Molecule identifier"	"Compound identifier"
"Molecule identifier"	"Lipid identifier"
"Molecule identifier"	"Molecule accession"
"Molecule identifier"	"Molecule name"
"Molecule identifier"	"Nucleic acid identifier"
"Molecule identifier"	"Peptide identifier"
"Molecule identifier"	"Protein identifier"
"Molecule name"	"Chromosome name"
"Molecule name"	"Compound name"
"Molecule name"	"Protein name"
"Monosaccharide accession"	"MonosaccharideDB ID"
"Monosaccharide identifier"	"Monosaccharide accession"
"Mutation identifier"	"Mutation ID"
"Name"	"Atom name"
"Name"	"Biological model name"
"Name"	"CABRI catalogue name"
"Name"	"Cell type name"
"Name"	"Codon usage table name"
"Name"	"Comparison matrix name"
"Name"	"ConsensusPathDB entity name"
"Name"	"Data resource definition name"
"Name"	"Database field name"
"Name"	"Database name"
"Name"	"Directory name"
"Name"	"Disease name"
"Name"	"EMBOSS Uniform Feature Object"
"Name"	"EMBOSS Uniform Sequence Address"
"Name"	"File format name"
"Name"	"File name"
"Name"	"Gene name"
"Name"	"Genetic code name"
"Name"	"Logical operator"
"Name"	"Molecule name"
"Name"	"ORF name"
"Name"	"Ontology concept name"
"Name"	"Ontology name"
"Name"	"Operating system name"
"Name"	"Organism name"
"Name"	"Phenotype name"
"Name"	"Protein family name"
"Name"	"Protein fold name"
"Name"	"QSAR descriptor name"
"Name"	"RFAM name"
"Name"	"Reference map name (SWISS-2DPAGE)"
"Name"	"Sequence feature label"
"Name"	"Sequence name"
"Name"	"Sequencing metadata name"
"Name"	"Toxin name"
"Name"	"WormBase name"
"Network simulation"	"Metabolic network modelling"
"Non-Commercial No-Fee License"@en	"CC BY-NC 3.0"@en
"Non-Commercial No-Fee License"@en	"CC BY-NC 4.0"
"Non-Commercial No-Fee License"@en	"CC BY-NC-ND 2.5"@en
"Non-Commercial No-Fee License"@en	"CC BY-NC-ND 2.5 CH"@en
"Non-Commercial No-Fee License"@en	"CC BY-NC-ND 3.0"@en
"Non-Commercial No-Fee License"@en	"CC BY-NC-ND 4.0"@en
"Non-Commercial No-Fee License"@en	"CC BY-NC-SA 2.5"@en
"Non-Commercial No-Fee License"@en	"CC BY-NC-SA 2.5 IN"@en
"Non-Commercial No-Fee License"@en	"CC BY-NC-SA 3.0"@en
"Non-Commercial No-Fee License"@en	"CC BY-NC-SA 3.0 US"@en
"Non-Commercial No-Fee License"@en	"CC BY-NC-SA 4.0"@en
"Nucleic acid analysis"	"Nucleic acid sequence alignment analysis"
"Nucleic acid analysis"	"Nucleic acid sequence analysis"
"Nucleic acid analysis"	"Nucleic acid structure analysis"
"Nucleic acid comparison"	"Codon usage table comparison"
"Nucleic acid comparison"	"Differential gene expression analysis"
"Nucleic acid comparison"	"Gene expression profile comparison"
"Nucleic acid comparison"	"Nucleic acid sequence comparison"
"Nucleic acid comparison"	"Nucleic acid structure comparison"
"Nucleic acid design"	"DNA vaccine design"
"Nucleic acid design"	"Primer and probe design"
"Nucleic acid design"	"Structured RNA prediction and optimisation"
"Nucleic acid feature detection"	"Nucleic acid sequence feature detection"
"Nucleic acid feature detection"	"RNA secondary structure prediction"
"Nucleic acid feature detection"	"Repeat sequence detection"
"Nucleic acid feature detection"	"Vector sequence detection"
"Nucleic acid features"	"Gene report"
"Nucleic acid features (primers) format"	"Primer3 primer"
"Nucleic acid features (restriction sites) format"	"REBASE restriction sites"
"Nucleic acid features (restriction sites) format"	"restover format"
"Nucleic acid features (restriction sites) format"	"restrict format"
"Nucleic acid folding analysis"	"Nucleic acid folding energy calculation"
"Nucleic acid folding analysis"	"Nucleic acid folding prediction (alignment-based)"
"Nucleic acid folding analysis"	"RNA secondary structure prediction"
"Nucleic acid identifier"	"Chromosome name"
"Nucleic acid identifier"	"Oligonucleotide ID"
"Nucleic acid identifier"	"Plasmid identifier"
"Nucleic acid identifier"	"Transcript ID"
"Nucleic acid melting profile"	"Nucleic acid melting curve"
"Nucleic acid melting profile"	"Nucleic acid probability profile"
"Nucleic acid melting profile"	"Nucleic acid stitch profile"
"Nucleic acid melting profile"	"Nucleic acid temperature profile"
"Nucleic acid melting profile plotting"	"Nucleic acid melting curve plotting"
"Nucleic acid melting profile plotting"	"Nucleic acid probability profile plotting"
"Nucleic acid melting profile plotting"	"Nucleic acid stitch profile plotting"
"Nucleic acid melting profile plotting"	"Nucleic acid temperature profile plotting"
"Nucleic acid property"	"Nucleic acid structure data"
"Nucleic acid property"	"Nucleic acid thermodynamic data"
"Nucleic acid property calculation"	"Nucleic acid curvature calculation"
"Nucleic acid property calculation"	"Nucleic acid melting profile plotting"
"Nucleic acid property calculation"	"Nucleic acid restriction digest"
"Nucleic acid property calculation"	"Nucleic acid thermodynamic property calculation"
"Nucleic acid report"	"Chromosome report"
"Nucleic acid report"	"Gene family report"
"Nucleic acid report"	"Genetic linkage report"
"Nucleic acid report"	"Nucleic acid features"
"Nucleic acid report"	"Nucleic acid folding report"
"Nucleic acid report"	"Nucleic acid structure report"
"Nucleic acid sequence"	"DNA sequence"
"Nucleic acid sequence"	"Nucleic acid sequence (raw)"
"Nucleic acid sequence"	"Nucleic acid sequence record"
"Nucleic acid sequence"	"RNA sequence"
"Nucleic acid sequence (raw)"	"DNA sequence (raw)"
"Nucleic acid sequence (raw)"	"RNA sequence (raw)"
"Nucleic acid sequence alignment analysis"	"Chimeric sequence detection"
"Nucleic acid sequence alignment analysis"	"DNA substitution modelling"
"Nucleic acid sequence alignment analysis"	"Indel detection"
"Nucleic acid sequence alignment analysis"	"Recombination detection"
"Nucleic acid sequence alignment analysis"	"SNP detection"
"Nucleic acid sequence analysis"	"Codon usage analysis"
"Nucleic acid sequence analysis"	"Community profiling"
"Nucleic acid sequence analysis"	"Copy number estimation"
"Nucleic acid sequence analysis"	"Differential binding analysis"
"Nucleic acid sequence analysis"	"Linkage analysis"
"Nucleic acid sequence analysis"	"Methylation analysis"
"Nucleic acid sequence analysis"	"Nucleic acid design"
"Nucleic acid sequence analysis"	"Nucleic acid feature detection"
"Nucleic acid sequence analysis"	"Nucleic acid property calculation"
"Nucleic acid sequence analysis"	"Nucleic acid sequence comparison"
"Nucleic acid sequence analysis"	"Nucleic acid structure prediction"
"Nucleic acid sequence analysis"	"RNA-Seq analysis"
"Nucleic acid sequence analysis"	"Read depth analysis"
"Nucleic acid sequence analysis"	"Sequence assembly"
"Nucleic acid sequence analysis"	"Sequence assembly validation"
"Nucleic acid sequence analysis"	"Sequence contamination filtering"
"Nucleic acid sequence analysis"	"Sequencing quality control"
"Nucleic acid sequence analysis"	"Species frequency estimation"
"Nucleic acid sequence analysis"	"Virtual PCR"
"Nucleic acid sequence comparison"	"Genetic variation analysis"
"Nucleic acid sequence comparison"	"Genome comparison"
"Nucleic acid sequence comparison"	"Sequencing error detection"
"Nucleic acid sequence comparison"	"Splicing model analysis"
"Nucleic acid sequence comparison"	"Vector sequence detection"
"Nucleic acid sequence feature detection"	"CpG island and isochore detection"
"Nucleic acid sequence feature detection"	"Gene prediction"
"Nucleic acid sequence feature detection"	"Genetic variation analysis"
"Nucleic acid sequence feature detection"	"Nucleosome formation or exclusion sequence prediction"
"Nucleic acid sequence feature detection"	"Peak calling"
"Nucleic acid sequence feature detection"	"PolyA signal detection"
"Nucleic acid sequence feature detection"	"Quadruplex formation site detection"
"Nucleic acid sequence feature detection"	"Restriction site recognition"
"Nucleic acid sequence feature detection"	"Splice site prediction"
"Nucleic acid sequence feature detection"	"Transposon prediction"
"Nucleic acid sites, features and motifs"	"DNA binding sites"
"Nucleic acid structure"	"DNA structure"
"Nucleic acid structure"	"RNA structure"
"Nucleic acid structure analysis"	"Nucleic acid folding analysis"
"Nucleic acid structure analysis"	"Nucleic acid structure comparison"
"Nucleic acid structure analysis"	"RNA secondary structure analysis"
"Nucleic acid structure data"	"DNA base structural data"
"Nucleic acid structure prediction"	"DNA structure prediction"
"Nucleic acid structure prediction"	"RNA structure prediction"
"Nucleic acid thermodynamic data"	"Nucleic acid enthalpy"
"Nucleic acid thermodynamic data"	"Nucleic acid entropy"
"Nucleic acid thermodynamic data"	"Nucleic acid melting profile"
"Nucleic acid thermodynamic data"	"Nucleic acid melting temperature"
"Nucleic acids"	"DNA"
"Nucleic acids"	"Nucleic acid sites, features and motifs"
"Nucleic acids"	"Nucleic acid structure analysis"
"Nucleic acids"	"RNA"
"Nucleotide identifier"	"Nucleotide code"
"Number of installations clause"	"Number of installations restricted"
