Row	Type	Prefix	Name	Label	Domain	Dispostion	Yes/No	Parent	DispComment	Definitions	Editor Note	Example	Status	Human Friendly Name	Name of editor	Alternative Name	Citation
345	C	vivo:	Credential	Credential	IAO	R	yes	O	Find in IAO	"An attestation of qualification, competence, or authority issued to an individual by a third party with a relevant or  de facto authority or assumed competence to do so."		"An attestation of qualification, competence, or authority issued to an individual by a third party with a relevant or  de facto authority or assumed competence to do so."					
262	C	vcard:	Language	Language	LANG	R	yes	O	VIVO may need a LANG ontology to codify ISO and the Euro competency levels								
151	C	obo:	ERO_0000016	Clinical Trial	OBI	R	yes	O	In the OBO domain	"An interventional study that contains a set of procedures in medical research and drug development that are conducted to allow safety (or more specifically, information about adverse drug reactions and adverse effects of other treatments) and efficacy data to be collected for health interventions (e.g., drugs, diagnostics, devices, therapy protocols) that is performed over phases."		A clinical trial to evaluate the efficacy of a new drug.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
98	C	foaf:	Organization	Organization	ORG	R	yes	O	Do we need an OBO/VIVO alternative with reference?	"A kind of Agent corresponding to social instititutions such as companies, societies etc.|A generic class encompassing several types of organizations."		"This class will display all the instances in the subclasses below it, as well as any organizations that were added as part of this generic class because there wasn't a specific class available.|Only use if no specific subclasses of foaf:organization desribe the organization."		organization	PERSON: Scott Hoffmann		
378	C	vivo:	Grant	Grant	RAO	R	yes	O	Needs analysis  	"Financial assistance mechanism providing money, property, or both to an eligible entity to carry out an approved project or activity"		"An intramural or extramural award to support scholarly work, such as UF09179 (VIVO)|Short definition is from the Glossary of NIH Terms."					
224	C	skos4:	Concept	Concept	SKOS	R	yes	O	Use SKOS 8								
362	C	vivo:	Exhibit	Exhibit	VIVO	R	yes	O	More art related classes needed	"The showing of an object or a collection of objects, in an organized manner."							
413	C	vivo:	Presentation	Presentation	VIVO	R	yes	O	An event type	"Encompasses talk, speech, lecture, slide lecture, conference presentation"							
91	C	c4o:	GlobalCitationCount	Global Citation Count	VIVO	R	yes	O	Should be in VIVO with reference to c40	"The number of times a work has been cited globally, as determined from a particular bibliographic information source on a particular date."							
92	C	event:	Event	Event	VIVO	R	yes	O	"Higher level than VIVO, but no alternative for now?"	Something that happens at a given place and time.		"Only use if no specific subclasses of event:Event are appropriate.|This class will also display instances of subclasses under Event, e.g. Philosophy Department Discussion Club; 2009 Racker Lecture; screening of a documentary. In addition to a location in space and time, an event may have any or all the following qualities: actively participating agents, passive factors, work products. Also, it may be in a virtual space or part of a series such as a lecture series.\n\nThe previous short definition was: \An arbitrary classification of a space/time region, by a cognitive agent.\"""""					
99	C	foaf:	Person	Person	VIVO	R	yes	O	Do we need an OBO/VIVO alternative with reference?	An instance of a human being (Homo sapiens)|The most general classification of a person				person	PERSON: Melissa Haendel		
145	C	obo:	ERO_0000005	Service	VIVO	R	yes	O	A service description	"An information content entity that describes a service performed by a person or organization with the objective of performing a technique, providing training, providing storage of data or material entities, or providing access to resources for another person or organization"		A DNA sequencing service performed by a core lab.	http://purl.obolibrary.org/obo/IAO_0000120	service	PERSON: Melissa Haendel		
147	C	obo:	ERO_0000007	Technique	VIVO	R	yes	O	Not in the ERO domain	A technique is a planned process used to accomplish a specific activity or task.		Flow cytometry is a technique.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Melissa Haendel		
226	C	vcard:	Address	Address	VIVO	R	yes	O	Needs analysis -- its an information content entity								
264	C	vcard:	Logo	Logo	VIVO	R	yes	O	This idea should be added to VIVO								
269	C	vcard:	Name	Name	VIVO	R	yes	O	VIVO will have name parts								
271	C	vcard:	Nickname	Nickname	VIVO	R	yes	O	VIVO will have name concepts								PERSON: Melissa Haendel
316	C	vivo:	Award	Award or Honor	VIVO	R	yes	O	See Early Thoughts on Roles and Relationships	An Award or Honor		Wiley Prize in Biomedical Sciences|An Award or Honor					
321	C	vivo:	Building	Building	VIVO	R	yes	O	For location of events	Building that provides a particular service or is used for a particular activity.		"Martha Van Rensselaer Hall (VR); Caldwell Hall (CD); University Auditorium|Enter building name. If the building's name is a number (as in many governmental organizations such as national laboratories and military bases), then enter it. Do not confuse with the number that appears in a postal address."					
322	C	vivo:	Campus	Campus	VIVO	R	yes	O	Possible	"The grounds of a school, college, university, or hospital. Or, a large, usually suburban, landscaped business or industrial site."		Definition taken from dictionary.com (http://dictionary.reference.com/browse/campus).|Cornell Ithaca; Cornell Geneva; Cornell New York City; Cornell Qatar					
333	C	vivo:	Competition	Competition	VIVO	R	yes	O	Possible	An occasion on which a winner is selected from among two or more contestants.		Not the same as an award or distinction.|Intel Talent Search; poetry contest					
336	C	vivo:	ConferenceSeries	Conference Series	VIVO	R	yes	O	Some are types.  Needs analysis.  Add from other ontologies.  Review tickets.	An organized series of a meeting for consultation or discussion.		"For individual, separate conferences, use conference instead.  core:ConferenceSeries and core:SeminarSeries are very similar."					
344	C	vivo:	Course	Course	VIVO	R	yes	O		"A course as taught in one time period by one or more instructors, normally but not always for credit. Does not represent either each meeting of the course or the course offering such as Biology 101 taught every semester from 1980 to 2010"		"A course as taught in one time period (such as a semester; although note that a course could consist of only one meeting (teaching session)) by one or more instructors, normally but not always for credit. Does not represent either each meeting of the course or the course offering such as Biology 101 taught every semester from 1980 to 2010"					
356	C	vivo:	EducationalProcess	Educational Process	VIVO	R	yes	O		Represents educational training that has been received.		Currently any abstract name is given to individuals of this class. This could change in the future.					
361	C	vivo:	EventSeries	Event Series	VIVO	R	yes	O		Two or more events that occur at different times and are connected to each other.		"A generic class which may include a conference series, a course section, a seminar series, or a workshop series. When possible, use one of these more specific classes.|Only use if no specific subclasses of core:EventSeries desribe the activity."					
364	C	vivo:	F1000Link	F1000 Link	VIVO	R	yes	O				F1000 is a place where faculty go to critique papers published in PubMed. Any given record in F1000 might have anywhere from one to dozens of reviews.					
408	C	vivo:	Position	Position	VIVO	R	yes	O		"Particular position in an organization, commonly identified by job title, and normally associated with a job description that details the tasks and responsibilities that go with the position."		"Director of Admissions and Placement; Associate University Librarian|An employment activity, whether compensated or not. Short definition comes from http://en.wikipedia.org/wiki/Position, and has been modified."					
416	C	vivo:	PrimaryPosition	Primary Position	VIVO	R	yes	O	A quality?	A position designated as primary by the organization where it is held.		A position designated as primary by the organization or group where it is held. This designation may be applied to zero or more of an agent's positions and may be asserted in conjunction with other subclasses of position.					
420	C	vivo:	Project	Project	VIVO	R	yes	O	Needs analysis  	"An endeavor, frequently collaborative, that occurs over a finite period of time and is intended to achieve a particular aim."		"An endeavor, frequently collaborative, that occurs over a finite period of time and is intended to achieve a particular aim.\n"					
432	C	vivo:	SeminarSeries	Seminar Series	VIVO	R	yes	O		"An organized series of a meeting for an exchange of ideas, typically put on by a department or center."		"For individual seminars, use seminar instead.  core:ConferenceSeries and core:SeminarSeries are very similar.|Applied Microeconomics Seminars; Future of Rural New York Seminar Series"					
442	C	vivo:	UndergraduateAdvisingRelationship	Undergraduate Advising Relationship	VIVO	R	yes	O	See Early Thoughts on Roles and Relationships	An advisory relationship in which a professor advises an undergraduate student.							
447	C	vivo:	WorkshopSeries	Workshop Series	VIVO	R	yes	O		"An organized series of workshop events, whether repetitions of the same workshop or multiple different workshops."		Use workshop for individual events.					
340	C	vivo:	CoPrincipalInvestigatorRole	Co-Principal Investigator Role	CREDIT	R	yes	R		"Role of co-principal investigator of an Agreement (for example, a grant), who devotes a specified percentage of time and is considered key personnel."							
354	C	vivo:	EditorRole	Editor Role	CREDIT	R	yes	R		"An ongoing editorial responsibility for a bibo:Collection, such as a Journal or Series"		"An ongoing editorial responsibility for a bibo:Collection, such as a Journal or Series"					
149	C	obo:	ERO_0000014	Research Project	OBI	R	yes	R	In the OBO domain	A funded collection of investigations as described in a research proposal.		A project to study the role of a specific protein in cell signaling.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Melissa Haendel		
150	C	obo:	ERO_0000015	Human Study	OBI	R	yes	R	In the OBO domain	Research project that uses or collects measurements or assessments about humans.		A clinical trial.	http://purl.obolibrary.org/obo/IAO_0000120	human study	PERSON: Melissa Haendel		
417	C	vivo:	PrincipalInvestigatorRole	Principal Investigator Role	OBI	R	yes	R		"Role of a person to direct a project or activity being supported by an Agreement (for example, a grant), and who is accountable to the grantee for the proper conduct of the project or activity. Also known as Program Director or Project Director."							
423	C	vivo:	ResearcherRole	Researcher Role	OBI	R	yes	R		"A role of conducting funded or unfunded research,  sometimes linked to an Agreement."		"Examples of research can be seen at: http://www.ufl.edu/research/products/index.html.  Note these may have been funded, but the research doesn't have to be funded.  Also, the research may be linked to an Agreement (for example, a Grant), but does not need to be."					
678	O	bibo:	director	director	VIVO	C	yes	R	Director is a role			Definition take from this site: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html .					
679	O	bibo:	distributor	distributor	VIVO	C	yes	R	Distributor is a role								
680	O	bibo:	interviewee	interviewee	VIVO	C	yes	R	Interviewee is a role								
681	O	bibo:	interviewer	interviewer	VIVO	C	yes	R	Interviewee is a role								
682	O	bibo:	issuer	issuer	VIVO	C	yes	R	Issuer is a role								
683	O	bibo:	performer	performer	VIVO	C	yes	R	Performer is a role								
686	O	bibo:	recipient	recipient	VIVO	C	yes	R	Recipient is a role								
806	O	vivo:	confirmedOrcidId	Orcid ID confirmation	VIVO	C	yes	R	Becomes a quality								
813	O	vivo:	degreeCandidacy	degree candidacy	VIVO	C	yes	R	Candidacy is a role								
845	O	vivo:	orcidId	ORCID iD	VIVO	C	yes	R				This is now an object property where the object value is a resource of the form <http://orcid.org/NNNN-NNNN-NNNN-NNNN>.  This is to support connecting VIVO and ORCID in the linked data web.   Note: a person can have multiple ORCID iDs.					
859	O	vivo:	sponsors	sponsors award or honor	VIVO	C	yes	R	Sponsor is a role								
315	C	vivo:	Authorship	Authorship	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships	"Contains the authors name, their rank in the publication, and whether or not they are a corresponding author on the publication."		"Currently any abstract name is given to members of this class. This could change in the future.|Authorship of journal articles, books and other original works is a means by which academics communicate the results of their scholarly work, establish priority for their discoveries, and build their reputation among their peers.\nThis class allows for linking an author to a publication while indicating information about that author's authorship."					
148	C	obo:	ERO_0000012	Service Provider Role	VIVO	R	yes	R	Not in the ERO domain	A role inhering in a person or organization that is realized when the bearer participates in providing a service to meet the need of another person or thing.|An role of an individual within his or her profession or institution; use outreach provider role for community service or other activities outside the profession.		A technician in a core laboratory.|Member of the International Conference on Complex Systems Organizing Committee	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
154	C	obo:	ERO_0000224	Funding Role	VIVO	R	yes	R	Not in the ERO domain	A role inhering in a person or organization that is realized when the bearer participates in providing funding to a person or an organization for academic or business purposes.		The NIH is a funding agency.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
155	C	obo:	ERO_0000225	Educator Role	VIVO	R	yes	R	Not in the ERO domain	A role inhering in a person or organization that is realized when the bearer participates in providing education to a student or group of students.		A teacher.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
158	C	obo:	ERO_0000393	Training Service	VIVO	R	yes	R	Not in ERO domain	"A service offering that describes a service in which the provider offers educational materials or events, such as courses, workshops or graduate programs, to the service consumer "		Training a researcher to use a microscope.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Matt Brush		
163	C	obo:	ERO_0000595	Research Opportunity	VIVO	R	yes	R	Not in ERO domain	"A planned process carried out by a person or organization with the objective of performing research.|An offering through an ongoing program or single request of research support: internships, positions, financial awards or other forms of tangible or intangible support"		Training grant to perform post-doctoral research.	http://purl.obolibrary.org/obo/IAO_0000120	student research opportunity	PERSON: Nicole Vasilevsky		
169	C	obo:	ERO_0000783	Student Role	VIVO	R	yes	R	Not in ERO domain	"A role inhering in a person that is realized when the bearer participates a course of study, as in a school, college, university, etc."		A college student.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
170	C	obo:	ERO_0000784	Undergraduate Student Role	VIVO	R	yes	R	Not in ERO domain	"A student role inhering in a person that is realized when the bearer participates in a course of study at a college, university, etc. in pursuit of an associate or bachelor degree."		A college student.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
171	C	obo:	ERO_0000785	Graduate Student Role	VIVO	R	yes	R	Not in ERO domain	A student role inhering in a person that is realized when the bearer participates a course of study at a university or institution in pursuit of an graduate or professional degree.		A PhD student at a university.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
172	C	obo:	ERO_0000786	High School Student Role	VIVO	R	yes	R	Not in ERO domain	A student role inhering in a person that is realized when the bearer participates in a course of study at a secondary learning institution.		A freshman in high school.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
173	C	obo:	ERO_0000787	Employee Role	VIVO	R	yes	R	Not in ERO domain	A role inhering in a person that is realized when the bearer participates in an occupation by which a person earns a living or spends their time.		An employee at a university.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
174	C	obo:	ERO_0000788	Faculty Role	VIVO	R	yes	R	Not in ERO domain	"An employee role inhering in a person that is realized when the bearer participates in the teaching and/or administrative force of a university, college, or school."		A professor at a university.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
175	C	obo:	ERO_0000789	Staff Role	VIVO	R	yes	R	Not in ERO domain	An employee role inhering in a person that is realized when the bearer is employed by an employer.		A research technician in a lab.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
176	C	obo:	ERO_0000790	Post-Baccalaureate Trainee	VIVO	R	yes	R	Not in ERO domain	A student role inhering in a person that is realized when the bearer participates in a post-baccalaureate training program in pursuit of an additional bachelor degree or new or additional training in a particular field.			http://purl.obolibrary.org/obo/IAO_0000123		PERSON: Nicole Vasilevsky		
177	C	obo:	ERO_0000914	Post-Graduate Student Trainee Role	VIVO	R	yes	R	Not in ERO domain	"A student role inhering in a person that is realized when the bearer participates in a post-graduate training program in pursuit of new or additional training in a particular field, such as a post-doctoral fellowship."		A post-doctoral fellow.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Nicole Vasilevsky		
307	C	vivo:	AdministratorRole	Administrator Role	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships								http://dictionary.reference.com/browse/employment
308	C	vivo:	AdviseeRole	Advisee Role	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships								http://dictionary.reference.com/browse/faculty
309	C	vivo:	AdvisingProcess	Advising Process	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships								PERSON: Nicole Vasilevsky
310	C	vivo:	AdvisingRelationship	Advising Relationship	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships	"A dual relationship of one person being advised or mentored by another person, typically including start and end dates"							PERSON: Nicole Vasilevsky
311	C	vivo:	AdvisorRole	Advisor Role	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships								PERSON: Nicole Vasilevsky
313	C	vivo:	AttendeeRole	Attendee Role	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships	A role of attending an Event or EventSeries							http://en.wikipedia.org/wiki/Database
314	C	vivo:	AttendingProcess	Attending Process	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships								
329	C	vivo:	ClinicalRole	Clinical Role	VIVO	R	yes	R		A role of observing or treating patients							
355	C	vivo:	Editorship	Editorship	VIVO	R	yes	R	Editing Process	A relationship that represents the recognition of an agent as an editor.							
357	C	vivo:	EmeritusFaculty	Faculty Member Emeritus	VIVO	R	yes	R		"A retired faculty member who has retained their rank, title and privileges."							
358	C	vivo:	EmeritusLibrarian	Librarian Emeritus	VIVO	R	yes	R		"A retired librarian who has retained their rank, title and privileges."							
366	C	vivo:	FacultyAdministrativePosition	Faculty Administrative Position	VIVO	R	yes	R		"An academic administrative position (associate dean, etc.) as distinct from a professional administrative position (non-academic)"		That is a position held by an academic faculty member who works for administration.|Associate Dean					
367	C	vivo:	FacultyMember	Faculty Member	VIVO	R	yes	R		A person with at least one academic appointment to a specific faculty of a university or institution of higher learning.							
368	C	vivo:	FacultyMentoringRelationship	Faculty Mentoring Relationship	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships	An advisory relationship in which one faculty member mentors another faculty member.							
369	C	vivo:	FacultyPosition	Faculty Position	VIVO	R	yes	R		Academic position in a university or institution		"Professor; Associate Professor; Assistant Professor|Professor, associate professor and assistant professor are common positions for academic faculty."					
376	C	vivo:	GraduateAdvisingRelationship	Graduate Advising Relationship	VIVO	R	yes	R	See Early Thoughts on Roles and Relationships	An advisory relationship in which a professor advises a graduate student.							
377	C	vivo:	GraduateStudent	Graduate Student	VIVO	R	yes	R		A person who has already received a bachelor's degree and is working toward a Master's or Doctoral degree.							
399	C	vivo:	NonAcademic	Non-Academic	VIVO	R	yes	R		A person holding a position that is not considered to be an academic appointment.							
400	C	vivo:	NonAcademicPosition	Non-Academic Position	VIVO	R	yes	R		"A position classified as professional, staff, support, or any other non-academic role"		"Staff, support, and other non-academic positions.|Accounting & Research Services Assistant; Director of Information Technology"					
401	C	vivo:	NonFacultyAcademic	Non-Faculty Academic	VIVO	R	yes	R		A person not considered a faculty member but holding an academic appointment.							
402	C	vivo:	NonFacultyAcademicPosition	Non-Faculty Academic Position	VIVO	R	yes	R		A position involving academic work but without faculty status		Those positions are held by people who do academic work but do not have faculty positions in universities or institutes.|Researcher; Academic Extension Associate; Postdoctoral Associate					
403	C	vivo:	OrganizerRole	Organizer Role	VIVO	R	yes	R		A role of organizing							
404	C	vivo:	OrganizingProcess	Organizing Process	VIVO	R	yes	R	Organize an event								
405	C	vivo:	OutreachProviderRole	Outreach Provider Role	VIVO	R	yes	R	Outreach Role	An outreach or community service role directed outside a person's primary profession and institution		"The example is one outreach role required by US space agency NASA, which is related with one project in NASA. Name of the outreach role should be put here.|Communicating Astronomy to the Public"					
409	C	vivo:	Postdoc	Postdoc	VIVO	R	yes	R		A Person holding an academic employment appointment focused on research rather than teaching; temporary (or for some defined term)							
410	C	vivo:	PostdocOrFellowAdvisingRelationship	Postdoc or Fellow Advising Relationship	VIVO	R	yes	R	"Not ""or"""	An advisory relationship in which the advisee is a Postdoc or Fellow.							
411	C	vivo:	PostdocPosition	Postdoctoral Position	VIVO	R	yes	R		A postdoctoral training appointment (job)							
412	C	vivo:	PostdoctoralTraining	Postdoctoral Training	VIVO	R	yes	R		"Postdoctoral research is academic or scholarly research conducted by a person who has completed his or her doctoral studies, normally within the following five years. It is intended to further deepen expertise in a specialist subject."							
414	C	vivo:	PresenterRole	Presenter Role	VIVO	R	yes	R		A role of presenting information		"Are we assuming that a PresenterRole is in a Presentation?  Or could you have a PresenterRole in, say, a committee?"					
436	C	vivo:	Student	Student	VIVO	R	yes	R		A person who is enrolled in an educational institution.		Use only if no specific subclasses of core:Student describe the person.					
439	C	vivo:	TeacherRole	Teacher Role	VIVO	R	yes	R		A role of serving as an educator							
441	C	vivo:	Translation	Translation	VIVO	R	yes	R	Some are types.  Needs analysis.  Add from other ontologies.  Review tickets.	The result of rendering a work from one language to another							
443	C	vivo:	UndergraduateStudent	Undergraduate Student	VIVO	R	yes	R		A person registered in an undergraduate program leading to a bachelor's degree or an undergraduate diploma or certificate.							
